player,Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,link,csv_file
daniean01,1999-00,24.0,SAS,NBA,SG,68.0,1.0,17.6,2.4,5.1,0.474,0.3,1.0,0.33299999999999996,2.1,4.1,0.507,0.506,1.1,1.5,0.713,0.2,1.0,1.3,2.6,0.8,0.1,0.9,1.1,6.2,https://www.basketball-reference.com/players/d/daniean01.html,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\player_stats/daniean01.csv
daniean01,2000-01,25.0,SAS,NBA,PG,79.0,23.0,26.1,3.5,7.4,0.46799999999999997,0.9,2.3,0.40399999999999997,2.5,5.1,0.496,0.531,1.5,2.0,0.7759999999999999,0.3,1.7,2.1,3.8,0.8,0.2,1.4,1.5,9.4,https://www.basketball-reference.com/players/d/daniean01.html,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\player_stats/daniean01.csv
daniean01,2001-02,26.0,SAS,NBA,SG,82.0,13.0,26.5,3.3,7.5,0.44,0.7,2.4,0.29100000000000004,2.6,5.1,0.51,0.486,1.9,2.6,0.752,0.3,1.9,2.1,2.8,0.6,0.1,0.9,1.3,9.2,https://www.basketball-reference.com/players/d/daniean01.html,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\player_stats/daniean01.csv
daniean01,2002-03,27.0,POR,NBA,SG,67.0,2.0,13.0,1.3,2.8,0.452,0.3,0.9,0.305,1.0,1.9,0.52,0.5,1.0,1.1,0.855,0.2,0.9,1.1,1.3,0.5,0.1,0.5,0.6,3.7,https://www.basketball-reference.com/players/d/daniean01.html,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\player_stats/daniean01.csv
daniean01,2003-04,28.0,SEA,NBA,PG,71.0,32.0,21.3,2.6,5.6,0.47,0.6,1.6,0.36200000000000004,2.0,4.0,0.514,0.523,2.2,2.6,0.8420000000000001,0.3,1.7,2.0,4.2,0.6,0.1,0.9,0.9,8.0,https://www.basketball-reference.com/players/d/daniean01.html,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\player_stats/daniean01.csv
daniean01,2004-05,29.0,SEA,NBA,PG,75.0,2.0,27.0,3.6,8.3,0.43799999999999994,0.7,2.2,0.297,3.0,6.1,0.489,0.478,3.3,4.1,0.816,0.3,2.0,2.3,4.1,0.7,0.0,1.0,1.0,11.2,https://www.basketball-reference.com/players/d/daniean01.html,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\player_stats/daniean01.csv
daniean01,2005-06,30.0,WAS,NBA,SG,80.0,17.0,28.5,2.9,6.9,0.418,0.3,1.3,0.228,2.6,5.6,0.461,0.439,3.6,4.2,0.845,0.2,1.9,2.2,3.6,0.7,0.1,1.1,1.2,9.6,https://www.basketball-reference.com/players/d/daniean01.html,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\player_stats/daniean01.csv
daniean01,2006-07,31.0,WAS,NBA,SG,80.0,8.0,22.0,2.2,4.9,0.442,0.2,0.8,0.302,1.9,4.1,0.469,0.467,2.6,3.1,0.8320000000000001,0.2,1.7,1.9,3.6,0.5,0.1,0.9,1.0,7.1,https://www.basketball-reference.com/players/d/daniean01.html,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\player_stats/daniean01.csv
daniean01,2007-08,32.0,WAS,NBA,PG,71.0,63.0,30.4,2.9,6.3,0.45899999999999996,0.2,1.0,0.23,2.6,5.3,0.504,0.478,2.4,3.1,0.7759999999999999,0.3,2.5,2.9,4.8,1.0,0.0,1.3,1.1,8.4,https://www.basketball-reference.com/players/d/daniean01.html,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\player_stats/daniean01.csv
daniean01,2010-11,35.0,PHI,NBA,PG,4.0,0.0,8.8,0.5,1.3,0.4,0.0,0.5,0.0,0.5,0.8,0.667,0.4,0.5,0.5,1.0,0.0,1.3,1.3,0.5,0.0,0.0,0.3,0.0,1.5,https://www.basketball-reference.com/players/d/daniean01.html,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\player_stats/daniean01.csv
daniean01,2008-09,33.0,TOT,NBA,PG,74.0,9.0,13.8,1.3,3.2,0.419,0.3,0.8,0.36700000000000005,1.0,2.4,0.43799999999999994,0.466,1.1,1.4,0.8,0.1,1.0,1.0,2.4,0.4,0.0,0.8,0.7,4.1,https://www.basketball-reference.com/players/d/daniean01.html,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\player_stats/daniean01.csv
daniema01,2003-04,23.0,DAL,NBA,SG,56.0,15.0,18.6,3.6,7.3,0.494,0.2,0.6,0.306,3.4,6.7,0.512,0.507,1.1,1.4,0.769,1.2,1.4,2.6,2.1,0.9,0.2,0.8,0.9,8.5,https://www.basketball-reference.com/players/d/daniema01.html,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\player_stats/daniema01.csv
daniema01,2004-05,24.0,DAL,NBA,SG,60.0,17.0,23.5,3.7,8.4,0.4370000000000001,0.1,0.6,0.2,3.6,7.8,0.454,0.443,1.6,2.2,0.737,1.5,2.2,3.6,2.1,1.4,0.2,1.4,2.1,9.1,https://www.basketball-reference.com/players/d/daniema01.html,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\player_stats/daniema01.csv
daniema01,2005-06,25.0,DAL,NBA,SG,62.0,29.0,28.5,4.0,8.3,0.48,0.1,0.3,0.211,3.9,8.0,0.491,0.484,2.2,3.0,0.754,1.3,2.3,3.6,2.8,1.1,0.2,1.6,2.3,10.2,https://www.basketball-reference.com/players/d/daniema01.html,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\player_stats/daniema01.csv
daniema01,2006-07,26.0,IND,NBA,SG,45.0,4.0,17.8,2.9,6.2,0.459,0.1,0.6,0.231,2.7,5.7,0.482,0.47,1.2,1.8,0.7,0.6,1.2,1.8,1.3,0.6,0.2,1.2,1.2,7.1,https://www.basketball-reference.com/players/d/daniema01.html,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\player_stats/daniema01.csv
daniema01,2007-08,27.0,IND,NBA,SG,74.0,1.0,20.9,3.3,7.6,0.43,0.4,1.4,0.265,2.9,6.2,0.466,0.454,1.3,1.9,0.698,0.9,2.0,2.9,1.9,1.1,0.2,1.5,1.6,8.2,https://www.basketball-reference.com/players/d/daniema01.html,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\player_stats/daniema01.csv
daniema01,2008-09,28.0,IND,NBA,SF,54.0,43.0,31.5,5.8,12.8,0.451,0.3,1.7,0.2,5.4,11.1,0.489,0.464,1.7,2.4,0.721,1.5,3.1,4.6,2.1,1.1,0.5,1.7,2.2,13.6,https://www.basketball-reference.com/players/d/daniema01.html,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\player_stats/daniema01.csv
daniema01,2009-10,29.0,BOS,NBA,SF,51.0,4.0,18.4,2.4,4.9,0.498,0.1,0.5,0.214,2.3,4.3,0.534,0.51,0.7,1.1,0.607,0.5,1.3,1.9,1.3,0.5,0.1,0.8,1.8,5.6,https://www.basketball-reference.com/players/d/daniema01.html,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\player_stats/daniema01.csv
daniema01,2010-11,30.0,BOS,NBA,SF,49.0,0.0,19.1,2.3,4.7,0.491,0.1,0.4,0.19,2.2,4.3,0.521,0.5,0.8,1.2,0.684,0.5,1.8,2.3,1.3,0.8,0.4,0.8,1.3,5.5,https://www.basketball-reference.com/players/d/daniema01.html,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\player_stats/daniema01.csv
daniema01,2011-12,31.0,BOS,NBA,SG,38.0,0.0,12.7,1.4,3.8,0.364,0.0,0.3,0.0,1.4,3.5,0.391,0.364,0.4,0.6,0.7390000000000001,0.4,1.3,1.7,1.2,0.6,0.2,0.7,0.9,3.2,https://www.basketball-reference.com/players/d/daniema01.html,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\player_stats/daniema01.csv
daniema01,2012-13,32.0,MIL,NBA,SF,59.0,33.0,18.4,2.2,5.9,0.376,0.3,1.2,0.278,1.9,4.7,0.401,0.405,0.7,0.9,0.741,0.8,1.7,2.5,1.1,0.9,0.2,0.8,1.3,5.5,https://www.basketball-reference.com/players/d/daniema01.html,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\player_stats/daniema01.csv
danietr01,2013-14,22.0,HOU,NBA,SG,5.0,1.0,15.0,3.0,6.2,0.484,2.4,5.0,0.48,0.6,1.2,0.5,0.677,0.0,0.0,,0.0,0.8,0.8,1.0,0.0,0.0,0.6,1.2,8.4,https://www.basketball-reference.com/players/d/danietr01.html,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\player_stats/danietr01.csv
danietr01,2015-16,24.0,CHO,NBA,SG,43.0,0.0,11.1,2.1,4.3,0.476,1.4,2.8,0.484,0.7,1.5,0.462,0.634,0.1,0.2,0.556,0.2,1.2,1.3,0.5,0.3,0.1,0.6,0.9,5.6,https://www.basketball-reference.com/players/d/danietr01.html,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\player_stats/danietr01.csv
danietr01,2016-17,25.0,MEM,NBA,SG,67.0,3.0,17.7,2.8,7.4,0.374,2.1,5.3,0.389,0.7,2.1,0.336,0.513,0.6,0.8,0.7959999999999999,0.3,1.2,1.5,0.7,0.3,0.1,0.7,1.3,8.2,https://www.basketball-reference.com/players/d/danietr01.html,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\player_stats/danietr01.csv
danietr01,2017-18,26.0,PHO,NBA,SG,79.0,15.0,20.5,2.9,7.3,0.403,2.3,5.8,0.4,0.6,1.5,0.419,0.563,0.7,0.8,0.875,0.2,1.5,1.6,0.6,0.3,0.1,0.7,1.7,8.9,https://www.basketball-reference.com/players/d/danietr01.html,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\player_stats/danietr01.csv
danietr01,2018-19,27.0,PHO,NBA,SG,51.0,1.0,14.9,2.2,5.4,0.411,1.5,3.8,0.381,0.8,1.6,0.481,0.545,0.4,0.5,0.7829999999999999,0.3,1.2,1.4,0.5,0.5,0.1,0.5,1.5,6.2,https://www.basketball-reference.com/players/d/danietr01.html,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\player_stats/danietr01.csv
danietr01,2014-15,23.0,TOT,NBA,SG,47.0,0.0,8.4,1.3,3.5,0.37,0.9,2.5,0.364,0.4,1.0,0.383,0.5,0.2,0.3,0.846,0.2,0.5,0.7,0.5,0.1,0.0,0.4,0.9,3.7,https://www.basketball-reference.com/players/d/danietr01.html,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\player_stats/danietr01.csv
datomlu01,2013-14,26.0,DET,NBA,SF,34.0,0.0,7.0,1.0,2.9,0.35100000000000003,0.2,1.1,0.179,0.8,1.7,0.466,0.387,0.2,0.3,0.8,0.4,0.9,1.4,0.3,0.2,0.0,0.3,0.6,2.4,https://www.basketball-reference.com/players/d/datomlu01.html,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\player_stats/datomlu01.csv
datomlu01,2014-15,27.0,TOT,NBA,SF,21.0,1.0,10.0,2.0,4.2,0.483,0.9,1.9,0.45,1.2,2.3,0.51,0.584,0.0,0.0,1.0,0.1,1.2,1.4,0.4,0.1,0.3,0.4,0.7,5.0,https://www.basketball-reference.com/players/d/datomlu01.html,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\player_stats/datomlu01.csv
daviebr01,2013-14,22.0,PHI,NBA,PF,51.0,0.0,11.3,1.1,2.5,0.422,0.0,0.2,0.2,1.0,2.3,0.441,0.43,0.7,1.0,0.642,0.7,1.4,2.1,0.5,0.5,0.2,0.7,1.8,2.8,https://www.basketball-reference.com/players/d/daviebr01.html,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\player_stats/daviebr01.csv
daviebr01,2014-15,23.0,TOT,NBA,PF,27.0,6.0,15.7,2.0,5.1,0.401,0.3,1.3,0.235,1.7,3.8,0.456,0.431,0.9,1.4,0.649,1.4,1.7,3.1,1.1,0.7,0.3,1.1,2.2,5.3,https://www.basketball-reference.com/players/d/daviebr01.html,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\player_stats/daviebr01.csv
davisan02,2012-13,19.0,NOH,NBA,PF,64.0,60.0,28.8,5.5,10.6,0.516,0.0,0.1,0.0,5.5,10.5,0.521,0.516,2.6,3.5,0.7509999999999999,2.6,5.6,8.2,1.0,1.2,1.8,1.4,2.5,13.5,https://www.basketball-reference.com/players/d/davisan02.html,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\player_stats/davisan02.csv
davisan02,2013-14,20.0,NOP,NBA,PF,67.0,66.0,35.2,7.8,15.0,0.519,0.0,0.1,0.222,7.8,14.9,0.522,0.52,5.2,6.6,0.7909999999999999,3.1,7.0,10.0,1.6,1.3,2.8,1.6,3.0,20.8,https://www.basketball-reference.com/players/d/davisan02.html,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\player_stats/davisan02.csv
davisan02,2014-15,21.0,NOP,NBA,PF,68.0,68.0,36.1,9.4,17.6,0.535,0.0,0.2,0.083,9.4,17.5,0.54,0.536,5.5,6.8,0.805,2.5,7.7,10.2,2.2,1.5,2.9,1.4,2.1,24.4,https://www.basketball-reference.com/players/d/davisan02.html,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\player_stats/davisan02.csv
davisan02,2015-16,22.0,NOP,NBA,C,61.0,61.0,35.5,9.2,18.6,0.493,0.6,1.8,0.324,8.6,16.9,0.511,0.508,5.3,7.0,0.758,2.1,8.1,10.3,1.9,1.3,2.0,2.0,2.4,24.3,https://www.basketball-reference.com/players/d/davisan02.html,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\player_stats/davisan02.csv
davisan02,2016-17,23.0,NOP,NBA,C,75.0,75.0,36.1,10.3,20.3,0.505,0.5,1.8,0.299,9.7,18.6,0.524,0.518,6.9,8.6,0.802,2.3,9.5,11.8,2.1,1.3,2.2,2.4,2.2,28.0,https://www.basketball-reference.com/players/d/davisan02.html,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\player_stats/davisan02.csv
davisan02,2017-18,24.0,NOP,NBA,PF,75.0,75.0,36.4,10.4,19.5,0.534,0.7,2.2,0.34,9.7,17.3,0.5579999999999999,0.552,6.6,8.0,0.828,2.5,8.6,11.1,2.3,1.5,2.6,2.2,2.1,28.1,https://www.basketball-reference.com/players/d/davisan02.html,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\player_stats/davisan02.csv
davisan02,2018-19,25.0,NOP,NBA,C,56.0,56.0,33.0,9.5,18.3,0.517,0.9,2.6,0.331,8.6,15.7,0.547,0.54,6.1,7.7,0.794,3.1,8.9,12.0,3.9,1.6,2.4,2.0,2.4,25.9,https://www.basketball-reference.com/players/d/davisan02.html,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\player_stats/davisan02.csv
davisba01,1999-00,20.0,CHH,NBA,PG,82.0,0.0,18.6,2.2,5.3,0.42,0.3,1.4,0.225,1.9,3.9,0.488,0.449,1.2,1.9,0.634,0.6,1.4,2.0,3.8,1.2,0.2,1.7,2.5,5.9,https://www.basketball-reference.com/players/d/davisba01.html,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\player_stats/davisba01.csv
davisba01,2000-01,21.0,CHH,NBA,PG,82.0,82.0,38.9,5.0,11.7,0.4270000000000001,1.0,3.3,0.31,4.0,8.3,0.474,0.472,2.8,4.1,0.677,1.6,3.4,5.0,7.3,2.1,0.4,2.8,3.3,13.8,https://www.basketball-reference.com/players/d/davisba01.html,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\player_stats/davisba01.csv
davisba01,2001-02,22.0,CHH,NBA,PG,82.0,82.0,40.5,6.8,16.4,0.417,2.1,5.8,0.35600000000000004,4.7,10.5,0.451,0.48,2.4,4.1,0.58,1.1,3.1,4.3,8.5,2.1,0.6,3.0,2.9,18.1,https://www.basketball-reference.com/players/d/davisba01.html,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\player_stats/davisba01.csv
davisba01,2002-03,23.0,NOH,NBA,PG,50.0,47.0,37.8,6.6,16.0,0.416,2.0,5.7,0.35,4.7,10.3,0.452,0.478,1.9,2.6,0.71,1.1,2.6,3.7,6.4,1.8,0.4,2.8,3.0,17.1,https://www.basketball-reference.com/players/d/davisba01.html,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\player_stats/davisba01.csv
davisba01,2003-04,24.0,NOH,NBA,PG,67.0,66.0,40.1,8.3,20.9,0.395,2.8,8.7,0.321,5.5,12.2,0.448,0.462,3.5,5.3,0.6729999999999999,1.0,3.3,4.3,7.5,2.4,0.4,3.2,2.7,22.9,https://www.basketball-reference.com/players/d/davisba01.html,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\player_stats/davisba01.csv
davisba01,2005-06,26.0,GSW,NBA,PG,54.0,48.0,36.5,6.2,15.9,0.389,1.9,6.0,0.315,4.3,9.9,0.434,0.448,3.6,5.4,0.675,0.8,3.5,4.4,8.9,1.6,0.3,2.9,3.1,17.9,https://www.basketball-reference.com/players/d/davisba01.html,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\player_stats/davisba01.csv
davisba01,2006-07,27.0,GSW,NBA,PG,63.0,62.0,35.3,7.2,16.3,0.439,1.3,4.4,0.304,5.8,11.9,0.489,0.48,4.4,5.9,0.745,0.8,3.6,4.4,8.1,2.1,0.5,3.1,2.9,20.1,https://www.basketball-reference.com/players/d/davisba01.html,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\player_stats/davisba01.csv
davisba01,2007-08,28.0,GSW,NBA,PG,82.0,82.0,39.0,7.9,18.6,0.426,2.1,6.4,0.33,5.8,12.2,0.477,0.483,3.9,5.2,0.75,1.2,3.5,4.7,7.6,2.3,0.5,2.8,3.0,21.8,https://www.basketball-reference.com/players/d/davisba01.html,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\player_stats/davisba01.csv
davisba01,2008-09,29.0,LAC,NBA,PG,65.0,60.0,34.6,5.5,14.8,0.37,1.5,5.0,0.302,3.9,9.7,0.406,0.422,2.4,3.2,0.757,0.7,3.0,3.7,7.7,1.7,0.5,3.0,3.0,14.9,https://www.basketball-reference.com/players/d/davisba01.html,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\player_stats/davisba01.csv
davisba01,2009-10,30.0,LAC,NBA,PG,75.0,73.0,33.6,5.5,13.5,0.406,1.1,3.9,0.277,4.4,9.6,0.459,0.446,3.2,3.9,0.821,0.7,2.9,3.5,8.0,1.7,0.6,2.8,2.8,15.3,https://www.basketball-reference.com/players/d/davisba01.html,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\player_stats/davisba01.csv
davisba01,2010-11,31.0,TOT,NBA,PG,58.0,44.0,28.4,5.0,11.9,0.417,1.4,4.1,0.339,3.6,7.8,0.458,0.475,1.7,2.3,0.7709999999999999,0.6,2.1,2.7,6.7,1.3,0.5,2.5,2.5,13.1,https://www.basketball-reference.com/players/d/davisba01.html,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\player_stats/davisba01.csv
davisba01,2010-11,31.0,LAC,NBA,PG,43.0,35.0,29.5,5.0,12.0,0.416,1.0,3.5,0.29600000000000004,3.9,8.4,0.466,0.459,1.8,2.4,0.76,0.7,2.1,2.8,7.0,1.4,0.5,2.5,2.7,12.8,https://www.basketball-reference.com/players/d/davisba01.html,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\player_stats/davisba01.csv
davisba01,2010-11,31.0,CLE,NBA,PG,15.0,9.0,25.3,5.0,11.9,0.421,2.4,5.8,0.414,2.6,6.1,0.429,0.522,1.5,1.8,0.815,0.4,2.0,2.4,6.1,1.1,0.4,2.6,1.9,13.9,https://www.basketball-reference.com/players/d/davisba01.html,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\player_stats/davisba01.csv
davisba01,2011-12,32.0,NYK,NBA,PG,29.0,14.0,20.5,2.3,6.3,0.37,0.9,2.9,0.306,1.4,3.4,0.424,0.44,0.6,0.8,0.667,0.4,1.5,1.9,4.7,1.2,0.1,2.6,2.1,6.1,https://www.basketball-reference.com/players/d/davisba01.html,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\player_stats/davisba01.csv
davisba01,2004-05,25.0,TOT,NBA,PG,46.0,32.0,34.4,6.3,16.3,0.387,2.6,7.7,0.333,3.8,8.7,0.435,0.465,4.0,5.3,0.7609999999999999,0.7,3.1,3.8,7.9,1.8,0.3,2.8,2.7,19.2,https://www.basketball-reference.com/players/d/davisba01.html,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\player_stats/davisba01.csv
davisba01,2004-05,25.0,NOH,NBA,PG,18.0,13.0,32.9,6.2,16.8,0.366,2.4,7.6,0.321,3.7,9.2,0.404,0.439,4.1,5.3,0.7709999999999999,0.9,2.8,3.7,7.2,1.7,0.2,2.1,2.9,18.9,https://www.basketball-reference.com/players/d/davisba01.html,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\player_stats/davisba01.csv
davisba01,2004-05,25.0,GSW,NBA,PG,28.0,19.0,35.3,6.4,16.0,0.401,2.6,7.8,0.341,3.8,8.3,0.457,0.483,4.0,5.3,0.755,0.6,3.3,3.9,8.3,1.8,0.4,3.3,2.6,19.5,https://www.basketball-reference.com/players/d/davisba01.html,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\player_stats/davisba01.csv
davisde01,2016-17,20.0,MEM,NBA,C,36.0,0.0,6.6,0.7,1.3,0.511,0.0,0.0,,0.7,1.3,0.511,0.511,0.3,0.5,0.556,0.6,1.1,1.7,0.1,0.1,0.5,0.2,1.1,1.6,https://www.basketball-reference.com/players/d/davisde01.html,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\player_stats/davisde01.csv
davisde01,2017-18,21.0,MEM,NBA,C,62.0,6.0,15.2,2.6,4.3,0.608,0.0,0.0,,2.6,4.3,0.608,0.608,0.6,0.9,0.667,1.2,2.8,4.0,0.6,0.2,0.6,0.5,2.0,5.8,https://www.basketball-reference.com/players/d/davisde01.html,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\player_stats/davisde01.csv
davisde01,2018-19,22.0,ATL,NBA,C,9.0,0.0,13.1,1.7,2.4,0.682,0.0,0.1,0.0,1.7,2.3,0.7140000000000001,0.682,0.7,1.1,0.6,1.1,2.9,4.0,0.6,0.3,0.6,0.3,1.3,4.0,https://www.basketball-reference.com/players/d/davisde01.html,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\player_stats/davisde01.csv
davised01,2010-11,21.0,TOR,NBA,PF,65.0,17.0,24.6,3.3,5.7,0.5760000000000001,0.0,0.0,,3.3,5.7,0.5760000000000001,0.5760000000000001,1.1,2.0,0.555,2.6,4.5,7.1,0.6,0.6,1.0,0.7,2.8,7.7,https://www.basketball-reference.com/players/d/davised01.html,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\player_stats/davised01.csv
davised01,2011-12,22.0,TOR,NBA,PF,66.0,9.0,23.2,2.6,5.1,0.513,0.0,0.0,0.0,2.6,5.1,0.515,0.513,1.1,1.6,0.67,2.0,4.6,6.6,0.9,0.6,1.0,1.0,2.4,6.3,https://www.basketball-reference.com/players/d/davised01.html,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\player_stats/davised01.csv
davised01,2013-14,24.0,MEM,NBA,PF,63.0,4.0,15.2,2.5,4.6,0.534,0.0,0.0,,2.5,4.6,0.534,0.534,0.7,1.4,0.528,1.5,2.7,4.1,0.4,0.3,0.7,0.6,1.8,5.7,https://www.basketball-reference.com/players/d/davised01.html,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\player_stats/davised01.csv
davised01,2014-15,25.0,LAL,NBA,PF,79.0,24.0,23.3,3.6,5.9,0.601,0.0,0.0,,3.6,5.9,0.601,0.601,1.2,2.4,0.487,2.9,4.7,7.6,1.2,0.6,1.2,0.7,2.6,8.3,https://www.basketball-reference.com/players/d/davised01.html,C:\Users\Nigel\Documents\AIM MSDS\Data Mining And Wrangling\DMW Projects\DMW Lab 5\scraped_data\player_stats/davised01.csv
